age,income,debt_to_income,credit_history_length,num_credit_accounts,payment_history_score,credit_utilization,num_late_payments,employment_years,credit_score,credit_worthy
39,42866.53731640257,0.41353202960663715,21,12,0.48570004455145677,0.282633093289156,2,21,671,1
19,73612.81824904289,0.9330730537167424,1,7,0.7738931324872861,0.6719793665102628,2,1,621,0
27,37453.73108097394,0.14217670056852155,9,4,0.7937968374836829,0.14470978871314633,1,9,681,1
22,50904.45417999965,0.6078205520568495,4,8,0.6315758942409665,0.48298859347657414,2,4,599,0
76,51023.958037621705,0.5060978073146598,25,9,0.17266897575885043,0.7436584387919927,1,33,651,1
27,39964.31614376936,1.0677592477191322,9,8,0.4903364822093862,0.8567154248548873,2,7,570,0
50,22550.689042317983,0.5861534604660495,24,1,0.5541449438402161,0.46790587434492104,0,12,656,1
71,56459.490072353365,0.13344268943615276,0,8,0.878112681267437,0.14122888632263736,0,22,664,1
55,48779.92056289233,0.7725895550379716,27,5,0.6891258680584019,0.6479182207067422,1,19,677,1
30,60004.809388731395,0.2623340941148341,12,1,0.5939591576533287,0.3745913864270603,1,12,694,1
48,39327.99387121666,0.3554992205553707,29,9,0.5499184090756268,0.21469356183299168,1,22,708,1
64,74416.42597626096,0.0,14,9,0.47967045598060276,0.05601774500232738,1,34,727,1
53,32464.524375763103,0.6697696936041488,13,7,0.9041314100843455,0.5626577733866057,1,2,627,0
62,84240.80568035785,0.052707084741407645,13,7,0.7087987852270157,0.24000677299883938,3,33,752,1
41,15047.26980343477,0.3791620809955882,9,11,0.8287475455018061,0.48260538562969846,3,23,603,0
69,58695.40129113782,1.1118880873050252,1,1,0.9523950873611996,0.8744304574264409,1,16,608,0
73,59508.61365053247,0.989786230528729,26,9,0.3974298383032282,0.7319425374909236,1,18,706,1
32,34088.858641182356,0.05942451221952506,5,1,0.784204414062862,0.15926949089442793,2,14,632,0
46,58487.87875722026,0.35237422746510827,28,13,0.433909797665973,0.46293571732598326,1,22,732,1
25,75590.37339520318,0.7418343460812089,7,12,0.8201407264771737,0.5784628040976734,1,7,686,1
22,15000.0,1.1424920797869325,4,7,0.7054457337372708,0.8219206112213966,3,4,511,0
46,60054.89614981629,0.015142353341438305,4,9,0.9965497977975138,0.2702174517499475,2,1,699,1
64,15000.0,1.1272782133776924,14,9,0.8008886966814766,0.932646388044786,2,38,581,0
21,30686.703929535837,0.6428443972055573,3,5,0.9201534179841386,0.5053901831734396,1,3,624,0
29,82583.3272980189,0.6010709639874416,11,12,0.7167458815008605,0.7508457482527846,1,5,697,1
62,38364.35933215892,1.2965245858213843,10,13,0.6218455963144935,1.0,1,31,579,0
19,26522.400711820548,0.8394897107491768,1,6,0.7673447942423135,0.709799391376368,0,1,583,0
44,46041.24542030636,1.0414259023798689,26,2,0.48021120292383995,0.8509112086114703,0,26,618,0
48,91358.12676327105,0.36783140309935136,0,2,0.7441946309975027,0.3864978642879101,1,27,684,1
68,15000.0,0.7576465203383203,10,10,0.6433753085331632,0.51067246925219,1,26,588,0
68,28973.80176721311,0.8681747800494244,10,9,0.8147917637837256,0.604294188464002,4,1,542,0
53,79948.63366359253,0.31844792064343663,5,13,0.5760073630942019,0.4441580911513562,3,32,667,1
53,87154.04687075465,0.7389316354924576,22,1,0.7790763808701144,0.7267993334064562,1,15,789,1
43,47931.37551419432,0.3479021510795806,7,10,0.9839574057726246,0.30784924122983276,1,25,699,1
60,25218.94594946715,0.18467085583961712,1,12,0.7880475038461715,0.22480602586167373,1,21,601,0
44,91916.87003618319,0.6013234264117009,14,12,0.8399254708631232,0.45453522811735614,1,12,791,1
22,81888.84783498393,1.038950183652771,4,14,0.9550217925863277,0.8143699681363109,3,1,625,0
37,63578.93975524466,1.0141600867251,19,5,0.5623537760876818,0.9950820831117583,3,13,632,0
28,33751.9530212516,0.6701226726355225,8,14,0.2954461055848496,0.48251965469835745,5,10,571,0
79,49019.41318323927,0.8220499919228281,14,7,0.4727538553639708,0.7158776384989043,1,27,627,0
27,46792.798379103384,0.1480453201350725,7,12,0.7115531514981007,0.20335944240334913,1,6,683,1
57,56617.02609231156,1.0621373107729615,29,10,0.2132726438818871,0.9746695122929718,1,17,672,1
55,79020.02876262672,0.5340958739515143,15,6,0.6814846459934797,0.5270300155538511,0,35,740,1
23,67588.34082274805,0.9647080590950271,5,6,0.7695529304673869,0.7325615875205207,0,5,621,0
25,28452.478460304836,0.9841161998533968,7,6,0.7290246467602346,0.7951487347267957,0,3,575,0
40,77529.92900039075,0.5072500269125494,14,13,0.7429525134153346,0.4822680791256192,3,22,698,1
64,56262.64280026311,0.5675974459168908,19,8,0.3480066787574767,0.6165042774779605,1,23,671,1
43,63741.315917178326,0.9918485814926006,25,7,0.6747733321284762,1.0,2,19,687,1
63,79330.81718557206,0.0,12,5,0.9684217086592796,0.10627632323382048,3,30,737,1
60,27768.395009728978,0.9787821976123002,8,10,0.6268694733947043,0.7118145384401137,3,23,551,0
29,49283.48842587074,1.1099379318058564,0,2,0.8426920715329749,0.9340253845631596,2,6,595,0
43,39370.9089728157,0.49707504702486427,25,10,0.6624949634387365,0.4325466236871691,1,25,654,1
30,18642.811492690882,1.0343631597822913,5,6,0.6989439450141642,0.9672056365919257,3,12,531,0
57,56934.1995520984,1.0229204226181683,7,10,0.803844247993072,1.0,1,7,643,0
79,100231.13103168848,1.096635246960406,26,5,0.329933884989311,0.8286107985033055,2,4,734,1
35,15000.0,0.4093716445409424,17,4,0.9669748470696283,0.38677669161151096,0,12,638,0
42,49354.38777901059,0.38284918396875883,19,10,0.6190488053841925,0.5652694664277811,0,24,680,1
50,62810.85870149547,0.14265092991403572,17,11,0.8832801858956434,0.14518602780242118,3,19,769,1
64,52461.56403312362,1.0100501177470547,26,5,0.28323991572219337,0.9482557110226448,2,13,606,0
57,47737.438949685195,1.0632921852719286,17,9,0.6147348163146462,0.9901245147969953,1,31,639,0
77,24015.672731083516,0.9354845371756122,25,12,0.8705121146471533,0.6789384336511608,4,26,663,1
60,54655.73485880328,0.27107000286485905,16,13,0.8265346510170467,0.5148541686426251,1,24,726,1
29,34864.72045968147,0.05630934408909169,11,2,0.24456485915082163,0.17762722021880506,3,3,619,0
61,15000.0,0.9065902334689653,15,6,0.5331637114896092,0.6802320965871451,0,20,590,0
53,73891.84441027461,0.9052807531664417,12,11,0.7716502051620728,0.7862331670740627,2,17,675,1
65,69167.71639684084,0.9702543870709649,21,9,0.8037449495540171,0.8255276135155363,2,38,680,1
21,51033.2195370216,0.9683313705936185,3,12,0.7735782479195623,0.7509266368856649,1,3,609,0
22,54581.49376411405,0.8790373116038153,3,10,0.7437194332281511,0.9579675454834615,2,4,622,0
73,71486.36025431124,0.7701651507572852,20,13,0.5893937732847208,0.6524073353084637,0,23,676,1
54,54486.79313556165,0.7317461193711341,13,5,0.7288532466058761,0.5389057988817406,5,7,627,0
25,68080.35109522629,0.7019099149684611,4,12,0.6500052897666918,0.540595125335014,0,7,636,0
59,44050.355982523,1.3367048763547487,15,11,0.4186431107066186,0.8570969372379817,2,20,601,0
66,76239.67477147892,0.8300145042317905,13,6,0.311518507817565,0.6721949124800491,3,15,621,0
45,56415.71451865368,0.45420658233232974,27,10,0.6159355097877312,0.45633164704886303,2,15,769,1
48,53881.03887211748,0.11579442399994205,13,12,0.8963887267248896,0.09610027665571313,1,30,758,1
75,24598.77822575936,0.3823368207312526,13,4,0.23238123465963023,0.24526200876355933,1,16,578,0
26,55739.11708603417,0.7991119542562986,8,5,0.8635421602924503,0.7262574301166176,1,8,630,0
71,33360.90165011097,0.20894760281250613,23,8,0.7646721088235863,0.29687327908472727,4,34,714,1
68,37234.34546943012,0.38492889803424923,24,12,0.39858015226488314,0.31366138981032426,4,28,647,0
46,33692.487433677576,0.49019846050097604,28,1,0.42674972530957367,0.7345882908351151,0,28,656,1
31,28675.3013620155,0.15569484419351914,13,1,0.6888004063713261,0.3906778651475127,3,13,617,0
57,92495.42806033924,0.9602349896215865,18,10,0.16089847038799657,0.7047237097718975,2,11,685,1
58,76626.78123976805,0.6223563513641497,29,4,0.906445569419196,0.5594249566116084,4,18,767,1
39,88407.35004288523,0.6882748769438353,2,13,0.7827095773804791,0.7010684380771308,1,21,654,1
28,25542.099608888722,0.19436642579615715,10,14,0.6334310460585174,0.33331978028153647,1,10,634,0
40,51425.07499821785,0.39353558670634076,13,10,0.7205654740153885,0.5008966776500097,0,0,685,1
18,24129.847495918086,0.3400328674324945,0,3,0.46881295264820905,0.48171173040577897,2,0,573,0
63,36086.10245605872,1.0273689069849163,12,5,0.8467390550176621,0.7316756564329471,1,7,608,0
54,31637.460331668502,1.0053219782731588,21,11,0.5155471573621858,0.7863957325681799,0,21,614,0
38,74791.68012883123,0.40183829424636563,3,10,0.7732941287513597,0.38166725357363995,2,20,664,1
43,42075.406437964804,0.9241216197172509,10,8,0.6799072956844947,0.7001680545314368,1,1,624,0
63,71367.58667388033,0.33323101010449535,14,1,0.7747283751105819,0.2256599566650602,0,8,712,1
53,62082.41779177036,1.3270477656822706,14,5,0.8620598828444993,0.8496133410044636,2,8,664,1
71,96072.77504209577,1.144358650189434,29,14,0.7068997538761218,1.0,0,12,756,1
40,20411.11553720552,0.5308758405015342,22,5,0.17114983607664036,0.5186840017492524,0,5,635,0
74,75184.66479573598,0.9347916830971688,1,2,0.5801265222826126,0.6754168995945965,1,29,597,0
18,72928.81740801455,1.0356688070558646,0,13,0.5438277710161113,0.9034918657021114,1,0,593,0
71,30532.42323945931,0.8652607872375265,1,5,0.41477662845157337,0.7285417955846717,3,14,512,0
72,70142.66672946319,0.8335662469083401,22,8,0.7189568446461195,0.6422955564872432,3,6,745,1
68,56722.89926052457,1.1980647482841273,28,10,0.6617158413477601,0.945355081370538,0,10,697,1
57,45450.47480093184,0.68199066870512,4,7,0.8597567518157788,0.6717081205271276,1,39,606,0
32,33521.29026056001,0.8077889401523211,12,12,0.6152560998360841,0.6703242271114295,2,14,566,0
38,35617.81097101628,0.9269030042143896,0,2,0.9165279968794484,0.9890695730097048,2,20,580,0
64,90996.24191571852,0.7228864457287019,6,13,0.7549831571807898,0.6481181175309129,0,1,686,1
26,50013.65637914965,0.7474602164700448,6,14,0.6642319551490712,0.8140630507046202,1,8,595,0
70,65642.60003062918,0.5054082746296457,9,6,0.859869177886219,0.23039011282814897,0,9,721,1
26,34182.01236664894,0.45282852203083,5,10,0.30158599436115885,0.4295498535558675,1,8,575,0
27,34402.94107556722,0.29758728811959406,9,13,0.23828850342077693,0.34603110587348224,2,6,594,0
69,71639.69618499884,0.4972402478603188,11,11,0.7848152382221544,0.49228805373807616,2,39,696,1
74,23008.475768969358,0.5287042329937486,12,11,0.7223993946626913,0.5597423302677307,3,38,603,0
70,41695.72464189457,1.2517452301349241,23,1,0.4939637551372122,0.8836478727574617,1,3,651,1
43,50680.54822144464,0.8805765958992324,25,10,0.9888979651957646,0.544225775773467,2,25,680,1
58,52227.45203680105,0.8834844009420043,10,10,0.6378253175417308,0.8175834761608283,2,35,583,0
52,46418.13429967687,0.36056490504851474,17,3,0.8589089447406096,0.4830756222622381,1,30,691,1
69,57916.39562191846,0.9186591216100426,1,11,0.698378092099289,0.732508198198294,3,24,595,0
42,63857.11511635623,0.7260406428215315,15,11,0.8320082251265667,0.7920042475615285,1,12,703,1
43,64692.7509091866,0.7344059491697738,1,6,0.7310095217689137,0.6532052373519283,2,17,592,0
28,30283.923826643466,0.20964270971351412,10,14,0.3621122880111944,0.28331444592533167,2,10,630,0
55,44316.89804142406,0.6842339785830163,5,9,0.6242070835240808,0.521665921529348,1,0,654,1
19,73895.25723753875,0.8279040307074375,0,1,0.31316043364808266,0.5834627946269838,2,1,594,0
24,67892.94375147745,0.5930093221220883,6,12,0.5850714941725047,0.5220419228698128,4,6,617,0
35,22542.810970378723,1.0307832307636433,17,6,0.79723938766362,1.0,1,17,632,0
44,57029.598007044035,1.0679324572036222,9,2,0.9661171781813547,0.9032103705969783,3,20,657,1
51,15000.0,1.3358561049246596,17,9,0.6512445104161879,0.9321824407301762,1,26,566,0
44,50938.69804120739,0.5176564581300789,26,13,0.6654641604694974,0.8458279031411109,1,18,699,1
34,87955.34033491954,1.2107940854627597,16,2,0.839470819279319,0.9277103854250122,0,16,711,1
60,31042.145654620275,1.0668989186083115,0,12,0.8100306201127252,0.7493733378409603,0,34,589,0
76,33313.53909016836,0.2537848672368218,18,3,0.8438786590813591,0.3097118654635446,1,39,717,1
61,65280.59563145719,0.47799985592001976,15,12,0.7113687537895726,0.4307359224996684,1,4,700,1
76,19143.96969580708,0.3193699386046234,25,2,0.4564381403538662,0.3498720353077596,1,7,677,1
68,37344.89940229922,0.002073159288320557,6,11,0.8108260563106517,0.09097715228404694,1,10,659,1
71,61928.82275163505,0.3955645790159871,14,4,0.5071908409862861,0.3127793042993118,2,15,716,1
41,37314.28304621194,0.015137213841628031,23,4,0.5228965837389112,0.20419891996501222,2,23,678,1
42,45280.60025578057,0.9499284951305724,0,10,0.41885843979769105,0.8378539432483889,3,23,547,0
24,64883.71420630069,0.5556669263844136,6,1,0.3241893523476396,0.5704961444659769,1,6,616,0
69,58430.92167073122,0.4445015578785408,20,8,0.7901676991088864,0.32423998568230916,2,22,715,1
23,55336.36792590804,0.8363261924704096,5,5,0.2887207480489506,0.674615464292784,2,5,568,0
70,43217.554414599224,1.0191030354836181,1,12,0.8910616373016425,0.862023938410877,1,7,580,0
41,57401.22230537911,1.1638030537768813,16,8,0.6465157729728904,0.8789251498283426,3,6,610,0
50,47525.34639800487,0.6987938006679878,24,13,0.7529817980201399,0.5647715276586566,2,1,674,1
66,59156.11219851569,0.6463364970603087,23,6,0.4152354041303139,0.5458126280674686,1,29,683,1
46,40061.359497640435,0.1647770212427037,9,14,0.48208225645273967,0.35446026888258475,2,12,631,0
60,46348.62051240918,0.40147727298087643,5,2,0.5144978712931945,0.41359199932150115,0,22,618,0
39,30200.84414895972,0.03363561511498542,4,7,0.1908681415834851,0.2731152875699104,2,21,532,0
43,49299.84779987528,0.47565458359402724,7,10,0.5144740348260267,0.6373342158813751,0,25,631,0
45,33779.98272742311,1.2842598129201908,7,9,0.9599755440245255,1.0,2,27,581,0
67,27719.070996760132,0.0,29,7,0.879396843870717,0.018025072294077384,0,19,784,1
38,55173.22295710776,0.2790210443613353,4,11,0.7838485026375904,0.3183147757809235,0,20,671,1
66,54254.79551715321,0.25763381196712687,11,5,0.7974570837510078,0.32703625558323507,3,28,685,1
24,65657.47469897145,0.8932065788644301,6,4,0.7673659966040197,0.8109711810516047,3,6,650,1
34,41377.48860849802,0.3881115095736617,12,11,0.7003786630036355,0.44542621029249935,1,16,699,1
37,58161.05693673511,0.5021830491617512,12,14,0.8745535356485405,0.5291321553815012,1,2,693,1
58,61015.95144547326,0.021336428399321455,16,8,0.5666266418016588,0.23522585309800398,2,36,683,1
66,58895.47615663189,0.47559811678362746,3,6,0.830380685194557,0.42163592782638815,3,28,671,1
37,33486.92634395716,0.2155908569952164,17,13,0.9167846296012694,0.3705479055939226,2,7,624,0
71,52987.26964542378,0.5940418446851619,9,5,0.6224544548477969,0.5430353627167214,1,21,623,0
39,57282.805921093226,0.07690360552207817,2,7,0.8885547344658686,0.10129462429569817,2,21,664,1
45,50143.569338158835,1.1075762139921266,11,11,0.6224731249578715,0.7142124619734749,2,1,624,0
78,15000.0,0.6635721651756986,0,3,0.7192162276731257,0.7331284335463979,1,0,548,0
57,53209.7924794696,0.9039774248518437,26,9,0.786629775212156,0.7841230517067693,0,19,691,1
66,94250.62078794485,0.5557915388173655,10,4,0.9180656503651936,0.5851879296013741,1,20,790,1
24,42799.214624860346,0.4413743934098509,6,12,0.9767538906626649,0.5630871501653791,1,6,651,1
18,35438.45804289357,0.18597629002072072,0,4,0.3093396455404055,0.3294663985643674,0,0,562,0
49,57466.97119422796,0.7275668348183582,16,8,0.8724659319842689,0.6052228222393535,0,26,678,1
30,56247.56420933144,0.7077597370320705,7,6,0.8330747852310748,0.4853179971896887,2,12,625,0
47,73854.70330832829,0.6632606055779331,19,14,0.4116253505141413,0.43767554300851097,4,5,670,1
40,24842.636881822244,0.6803504115499858,18,11,0.5428671499549111,0.7942307524457911,1,18,608,0
68,64627.60505149985,0.8818131867671388,16,1,0.7339590725242543,0.8092580021328806,0,17,676,1
76,61808.441225029266,0.8494998001964434,1,2,0.5145685798594897,0.798077799330477,2,0,588,0
73,47157.06926118908,0.0930434133479669,2,9,0.5601114259695108,0.2703905772291082,2,24,621,0
36,56773.7463584338,0.6744612095606409,2,6,0.7374204080601722,0.7031894117062352,1,18,630,0
79,70589.14963196714,0.18534409433315577,5,7,0.7546125905307104,0.07710494600017763,1,6,696,1
49,67446.30760056901,0.8442381662055656,9,11,0.9901623535621664,0.5933337256390372,3,28,666,1
47,27139.613758525426,0.4445217230203659,23,9,0.8809090867660921,0.537223392365899,3,29,663,1
46,66403.16373510969,0.1364424996814475,21,3,0.3132435532567979,0.1692372964104967,0,28,720,1
66,48706.22789934963,0.9944472645860531,17,5,0.8318179819706215,0.9197822585175641,4,18,646,0
62,51457.48196031031,0.7126166439166752,17,5,0.35756419988480226,0.6797397780301436,1,5,656,1
46,51463.93982003389,0.5644289295564364,13,10,0.7726963583928494,0.5925073144973101,1,24,674,1
47,46995.1402240348,0.0,15,14,0.6798260837935194,0.2764325945713383,1,29,634,0
33,73834.1499421413,0.7722171160598535,6,7,0.9381770322365832,0.5752809739624376,0,8,725,1
57,48325.64080301576,1.3372387618216908,0,13,0.48661130204443304,0.9604335839563849,1,19,524,0
36,27609.077432336628,0.8423401056728833,16,2,0.3130132885389069,0.5361458966376288,2,9,584,0
35,42129.40288060543,1.0669873978857778,17,4,0.2452213686141194,0.9321023207690886,0,17,606,0
18,53573.89433620951,0.11508821483529605,0,11,0.8490656047959323,0.33478526167414746,0,0,688,1
31,74584.295685941,0.7852960255192463,4,4,0.7618708407722343,0.664177763098259,0,12,718,1
68,62061.89369897667,0.9328844892511879,26,12,0.9537026173434848,0.8157664376386081,1,1,738,1
64,32989.294425059124,0.5800478484305024,0,8,0.8486829091308904,0.4944129453614023,2,20,609,0
67,99703.79833357784,0.0991815925690333,20,10,0.5944088726977345,0.3174395168767404,4,32,767,1
19,55295.5062195596,0.5872781193566134,1,3,0.9708533007528917,0.5715742226231358,0,1,678,1
71,75507.8147599803,0.7210596762672911,16,2,0.7487083370689568,0.7600035654062489,2,33,718,1
45,46965.711328455414,0.7538295298530213,9,9,0.4071003653612528,0.7955984875577942,3,8,608,0
66,60667.184894108985,0.9857012092894842,11,12,0.8088935108315395,0.7512371011236342,1,1,634,0
67,66789.37009036809,0.840494101344662,24,11,0.36077244853048807,0.6596306246849074,0,29,687,1
47,74363.89423508511,0.8012835443640912,19,4,0.5513967965056757,0.6270189439600444,0,21,724,1
55,71147.3661075645,0.21452928976883007,24,9,0.867981913502265,0.448002674238122,2,10,765,1
68,67443.94000145956,0.5232879747627083,1,6,0.8112426557385082,0.5849503380738779,3,16,648,0
21,43698.26537611783,1.0135893740945274,3,1,0.7078914797187094,0.8244051708763241,0,3,596,0
18,38565.07916087877,1.1727622410099094,0,14,0.41049049859967607,0.9407754052453211,0,0,527,0
25,56652.15020648395,0.02470486782786986,7,11,0.8105389358339466,0.2604582542617952,2,6,653,1
46,68662.56144682139,0.5863277912057414,27,3,0.4016068067882415,0.589725247702634,3,15,688,1
72,45545.585984467856,0.6110167469202521,12,7,0.5540217306226746,0.45581016012815945,2,32,639,0
56,71303.43931428774,0.3653240812155412,17,9,0.22025930132493654,0.2815521011241844,0,0,695,1
20,79052.33490972359,0.5871870250375613,2,8,0.8108365500128232,0.6764301395300032,0,2,670,1
49,31673.581618531607,0.6698911282880314,19,12,0.3364167108879896,0.7196904141070708,3,5,593,0
27,33261.5859240744,0.0,9,5,0.8866619559157899,0.10720136292067178,0,9,733,1
27,47192.49882189327,1.0490712292572169,9,12,0.7313650710873842,0.9045733550960326,2,9,608,0
36,56152.25336378393,0.9127682287348927,17,13,0.8226954002642213,0.8349037495138896,1,18,664,1
63,39508.65972465898,1.263986521246413,1,8,0.6109201208143263,0.8634207520583022,2,25,515,0
51,77044.05357734289,0.2995189599945852,1,2,0.8254428017566889,0.17505447450980174,2,11,707,1
77,58481.33723036903,0.8487432898011886,2,3,0.27721565755463845,0.7093058766743624,0,29,580,0
50,50788.94096481479,0.5878343538076563,4,8,0.9659412311456657,0.6179015549825745,2,27,627,0
40,21281.80952262945,0.3808092108655156,22,9,0.9689415076094748,0.5234879918848576,2,22,648,0
72,23683.683671449857,0.6803509037073947,15,10,0.7075008135422504,0.6718274082741493,2,18,614,0
45,55620.18500563613,0.9413132705433364,21,8,0.8313893522788216,0.6996143149892126,3,4,719,1
49,15000.0,0.0007887410838786114,14,4,0.8049117259603886,0.047577560886972556,1,4,693,1
67,70252.74819288144,1.000958365584444,11,13,0.4786746339273685,0.9178049814591143,4,26,598,0
24,46836.923112553595,0.7563572111568826,6,6,0.8751909784807981,0.9367737991124276,2,6,630,0
46,114861.85939189466,0.9772673712022768,8,11,0.9302231064788169,0.9194899921542851,0,25,712,1
25,96158.32501232221,0.8943726558506172,7,5,0.4683057588551609,0.7111336574857443,1,7,661,1
18,46371.01861504967,0.5628767696319257,0,12,0.42022637415869274,0.5554396972541842,1,0,579,0
74,47873.2599493737,0.8639907712715839,28,4,0.8472676779729477,0.8035220277818051,0,0,694,1
72,69911.6302800406,0.46400929384308254,20,9,0.8811623001438633,0.3344291853498672,2,27,726,1
20,84063.45219836076,1.1714010861246984,2,10,0.27658275288170486,0.9177886418227079,1,2,574,0
41,17239.418851279665,0.3682006839152714,10,3,0.8347179938920603,0.3906489228742411,1,16,639,0
40,15000.0,0.31919898380062006,5,1,0.7523525953531368,0.32840867134393514,0,22,617,0
76,37559.30388891237,0.5615969769801913,9,13,0.5634620941012529,0.7323320230583621,3,19,576,0
78,61654.75166347729,0.5043540573589437,27,7,0.7561839867469654,0.33901539220769994,0,24,773,1
25,59937.47181015194,0.4803761077221162,7,10,0.7779816104806894,0.37930122584124587,2,7,665,1
71,71395.429099677,0.5423833147744994,15,8,0.3956601456682578,0.46161685192668866,1,32,712,1
74,26006.049432693835,0.9876446831274532,2,11,0.762588460734444,0.9704376736196227,2,24,524,0
64,15000.0,0.5559673113251502,1,13,0.8340407101494605,0.5646732687431604,1,7,610,0
54,67160.28390604291,0.5123263600523448,15,3,0.38599389550179913,0.5435499419227281,2,4,652,1
20,33436.07454069531,0.16346045979436183,2,3,0.6725146809671965,0.36746829608637577,2,2,642,0
68,15000.0,0.5006162902819217,29,14,0.465819916336711,0.48745555962377507,1,22,670,1
50,52901.274919187636,0.6438542059379861,8,6,0.32192216918446453,0.6752922731558102,2,29,568,0
45,65863.51376437355,0.83548329696028,15,2,0.5076572141407296,0.7537827635644312,5,13,628,0
64,47558.85735757445,0.3039717765522448,21,6,0.940251583517501,0.342290791304675,2,22,757,1
25,40843.03227635022,0.35576445054804706,7,5,0.9261213367816367,0.21635036760992038,2,7,647,0
51,46812.75535708187,0.4101319218033337,27,14,0.7300246016908183,0.5098026179914624,0,30,759,1
52,42588.34475198435,0.42186344666108455,3,7,0.7164725985289756,0.5135107772659876,1,5,647,0
49,23039.05776119666,0.5595267579309025,9,9,0.7994127127338018,0.5987976124309006,0,10,656,1
41,35706.38646019137,0.9602282264031441,18,9,0.35636798598643943,0.7338550379127311,2,12,606,0
31,60425.598100276286,0.5291430974545523,12,1,0.7232381299553456,0.4535556625160809,1,11,668,1
49,56433.57082753,0.6588987863981176,17,7,0.8670709212726119,0.5515714406450052,1,1,716,1
73,53361.196119336404,0.7739767671424841,14,3,0.8336738864031744,0.6389134042638417,2,34,690,1
63,30097.03036293241,0.3030419231173789,29,4,0.421025709168947,0.22704404871781553,1,35,710,1
60,46369.936757286654,1.177324129081734,3,2,0.8174173418403125,0.6439741243824153,1,16,554,0
33,15000.0,0.5546872806934448,8,1,0.8124258975821088,0.7106700470144498,3,15,587,0
21,53569.53327770779,0.4266937907308132,3,10,0.5141987035388855,0.6002222066440261,2,3,623,0
69,78577.15415627134,0.9475965260443421,28,14,0.6742350366043741,0.7949209215475138,1,21,768,1
54,20517.357359157886,0.43266314415494833,15,3,0.8437203522400155,0.4530819921324421,1,36,621,0
71,38281.44653364489,0.8134224952687567,27,10,0.7032286436107325,0.766097670763105,0,6,670,1
38,56582.13557420259,0.48286952902752445,20,9,0.5909751461995282,0.6587131128179817,0,14,699,1
31,75056.85268854967,0.6910370570140973,13,1,0.6416750257199115,0.7721597144931993,2,13,726,1
48,41035.50767399701,1.262086727790099,23,3,0.0756865965488126,0.9867087992112866,1,10,596,0
72,36154.993414682074,0.9836432936267063,1,11,0.6424888682394835,0.7986042857760001,0,23,555,0
65,15000.0,0.605632586193375,27,5,0.6015329060283937,0.728882293727493,1,2,650,1
35,52068.76258616213,0.9860300886550164,17,3,0.7140056314973449,0.7609181148884294,0,17,680,1
24,90841.52080287487,0.6861763653142038,6,4,0.4579039237933805,0.6160298211126181,2,5,664,1
27,55547.16923929352,0.5929843201353152,2,4,0.49830342788563803,0.6190258979862937,1,1,610,0
24,49554.42041632573,0.11992471998235515,6,1,0.8895125577571958,0.2815960295666617,3,6,660,1
50,56441.64621533971,0.12350524011801932,27,6,0.8463262450326813,0.09905212580754084,2,17,764,1
40,49778.15992102796,1.0525370223137638,22,11,0.04390703365933329,0.8737251309991777,1,22,608,0
38,33739.7125547974,0.02571025343956796,3,12,0.7327505465366464,0.21520944401409878,1,12,653,1
36,66465.5983135541,0.2661420509370111,18,7,0.2556774047722174,0.32528828205193816,0,18,658,1
65,54515.230462235086,1.038845995949687,0,12,0.6361125477642586,0.8771919158930479,2,11,568,0
78,50352.26503867315,0.0728050791639845,22,7,0.684281732825115,0.2763952895379779,3,17,742,1
36,30492.679454435,0.17665113053218806,18,13,0.9856990922690937,0.47292426076333527,0,8,757,1
53,76070.15863869518,0.5574600241304322,8,6,0.5648219529787805,0.5564838700048337,3,20,671,1
46,63294.0549066622,0.6456166605496226,16,7,0.6251771416650372,0.7479468232218379,1,28,690,1
77,38941.58325265396,0.9593322307487525,13,14,0.42732065413404474,0.6894323461972864,3,23,604,0
35,70036.49707363875,0.6630314657346921,16,3,0.7482603811924665,0.611637629475944,2,17,703,1
19,40048.58323229586,0.5058735554542443,0,5,0.9451739779365838,0.6927237128797981,1,1,597,0
18,34359.93014977926,0.902796420775475,0,14,0.5440900759450714,0.6395974997186594,0,0,555,0
64,34805.93765039426,0.6929222671845635,22,14,0.6373610637807557,0.6737523451367563,1,22,633,0
22,15000.0,0.7969893912704825,4,7,0.7027106639888411,0.7507187329825118,2,4,568,0
37,59430.847608364114,1.0313457256995981,19,10,0.39011751764040536,0.905262847485964,4,13,573,0
28,15000.0,0.44489912984864866,10,5,0.3605891746960661,0.4298881270830136,1,10,582,0
59,25431.123374684747,0.33239327214901404,18,14,0.6348253428583923,0.4451365279936098,3,15,648,0
19,15000.0,0.1782911864794386,1,10,0.9190673673082453,0.2935785938764714,2,1,604,0
20,48278.60614418214,0.7835144666414089,2,2,0.6048871967284062,0.5757873265233886,1,2,542,0
40,46993.59079456256,0.0,2,6,0.9715185784615759,0.19888968857095943,2,22,645,0
72,43466.075736272716,0.7276428008458913,27,7,0.9226428637901101,0.44845695573539074,0,25,738,1
29,29148.446106588475,1.0309354022117165,11,11,0.9770755642479371,0.740924302043822,1,0,640,0
37,26555.324931267198,0.7793347416456018,2,2,0.9614857736066769,0.6909286156588731,3,19,580,0
22,59287.397270931484,0.26770284537618616,4,10,0.849101259366195,0.317274090890166,0,4,714,1
54,38988.96136583025,0.9014995472552159,16,8,0.8735118084775512,0.956111295186292,1,20,659,1
